Transaction_ID,Customer_ID,Name,Email,Age,Gender,Country,Region,City,Product_Category,Quantity,Unit_Price,Total_Amount,Order_Date,Payment_Method,Order_Status
T116731,C07733,Matthew Young,blackwilliam@example.com,47.0,,Germany,Central,Port Patrick,beauty,6.0,368.55,2324.76,2025-07-23,,Returned
T121578,C02151,Paula Harvey,ystephens@example.org,22.0,Female,France,Central,East Edwardberg,FURNITURE,,394.03,,2025-06-29,,Returned
T110795,C04167,Tanya Howard,frichardson@example.org,58.0,Other,China,East,Baileymouth,Groceries,8.0,108.59,929.6,2025-12-24,UPI,Cancelled
T105359,C04509,Ronald Burke,christopherjackson@example.org,53.0,Male,France,Central,New Nathaniel,Books,5.0,82.6,438.78,2025-05-27,Net Banking,Cancelled
T102560,C03582,John Garcia,btorres@example.org,,Other,China,East,Elizabethstad,FURNITURE,4.0,406.13,1569.38,2026-04-13,,Pending
T100587,C07874,Jeff Porter,katelyn65@example.com,65.0,Female,Japan,East,Archerhaven,Cloths,5.0,340.91,1554.18,2025-05-09,Credit Card,Completed
T118158,C05428,Misty Hill,kellymyers@example.net,25.0,Other,Canada,North,West Brandon,Electronics,8.0,39.44,299.85,2024-12-15,Debit Card,Completed
T100931,C06864,Julie Hines,fcombs@example.org,44.0,Female,USA,West,Mariaville,BEAUTY,8.0,322.48,2736.53,2024-10-18,Debit Card,Pending
T109245,C07282,Pam Mueller,steve08@example.org,54.0,Male,China,East,Gabriellastad,Book,1.0,6.13,6.43,2024-09-06,UPI,Cancelled
T123301,C04574,Kara Reyes,rachel31@example.com,49.0,Other,Germany,Central,East Jeffreychester,Sport,7.0,207.29,1417.86,2025-05-15,,Completed
T123998,C04375,James Romero,ambermunoz@example.com,57.0,Female,Germany,Central,Davismouth,Books,10.0,288.36,2869.7,2024-11-14,Debit Card,Cancelled
T115970,C01465,Jennifer Weber,ryanmartin@example.org,43.0,Male,China,East,Lake Kimberlyview,Groceries,6.0,247.6,1545.96,2025-08-22,Debit Card,Cancelled
T109880,C02360,David Rangel,,35.0,Female,USA,North,Nicholasburgh,Electronic,8.0,479.38,3594.88,2024-12-15,Debit Card,Pending
T111993,C06009,Lori Bond,ycurry@example.net,74.0,Female,Japan,East,Lake Brittanychester,Grocery,3.0,12.77,39.18,2024-08-06,Debit Card,Completed
T109656,C02438,James Jackson,tlester@example.org,,Other,Germany,Central,New Melanieburgh,Clothing,,29.72,,2025-07-01,Cash,Returned
T107949,C01370,Lindsay Mora,meganwood@example.net,53.0,Male,Japan,East,Wallstad,Beauty,8.0,139.21,1097.11,2025-03-18,Debit Card,Returned
T101551,C06666,Jessica Conrad,sbradley@example.org,75.0,,UK,West,Matthewview,beauty,10.0,493.53,4663.35,2025-05-03,Net Banking,Cancelled
T120666,C05336,Linda Hutchinson,umerritt@example.com,32.0,Other,UK,West,Mackfort,BEAUTY,9.0,373.58,3057.81,2025-10-12,Credit Card,Completed
T115238,C02647,George Boyer,timothyhall@example.com,19.0,,Canada,North,New Christian,Grocery,,21.96,,2025-12-21,Cash,Pending
T121428,C07984,Juan Mcconnell,mguzman@example.com,45.0,Female,India,South,East Edwardchester,clothing,3.0,127.52,417.27,2026-04-02,Cash,Cancelled
T124321,C06243,Jonathan Mitchell,staylor@example.org,72.0,Female,Brazil,South,Sarahmouth,grocery,3.0,299.42,875.74,2025-09-27,Debit Card,Pending
T118350,C07520,Brandon Williams,dustin15@example.org,31.0,Female,Canada,North,Thomasberg,sports,4.0,195.56,810.58,2026-03-02,UPI,Cancelled
T100973,C06980,Cynthia Nguyen,maria61@example.net,24.0,Other,China,East,Liuberg,furniture,10.0,241.51,2535.24,2025-06-07,Debit Card,Pending
T114467,C05080,Edward Shaw,jacobmiller@example.org,63.0,Male,China,East,East Tiffany,Furniture,,262.59,,2026-04-26,UPI,Pending
T110644,C00185,Nicole Nguyen,jacquelinemartin@example.org,18.0,Female,UK,West,Lake Caitlynside,furniture,9.0,298.08,2639.19,2026-06-01,Cash,Cancelled
T108182,C02582,Kyle Rodgers,jessica92@example.org,72.0,,Canada,North,Wilsonchester,Books,,132.9,,2025-04-28,Cash,Returned
T102131,C06634,William Hall,jackthompson@example.com,48.0,Other,Japan,East,Taylortown,Furniture,3.0,122.46,384.24,2024-10-25,UPI,Completed
T112683,C01806,Amber Mccoy,vlewis@example.com,20.0,Female,India,South,East Samuelberg,Sport,5.0,130.69,712.44,2025-08-21,Net Banking,Returned
T107559,C03754,Charles Lawrence MD,onealjacob@example.org,23.0,,France,Central,Alexandraborough,books,4.0,83.12,327.04,2026-02-24,Debit Card,Returned
T105596,C05902,Robert Tucker,thompsoncynthia@example.org,66.0,Other,USA,North,Combsborough,furniture,1.0,467.72,479.35,2025-04-30,Cash,Completed
T111074,C01823,Rebecca Gonzalez,jchen@example.net,33.0,Other,UK,West,West Christopher,furniture,3.0,168.96,538.8,2026-05-05,Debit Card,Cancelled
T110963,C06414,Tiffany Castaneda,bonnierhodes@example.org,19.0,Other,China,East,West Albert,Books,1.0,451.66,490.68,2025-08-26,Credit Card,Completed
T110370,C07204,Mr. Timothy Jackson,pdavid@example.com,18.0,Male,France,Central,Tracyfort,Book,3.0,461.23,1460.61,2026-07-17,Cash,Cancelled
T100866,C01059,Joshua Fry,danielleflores@example.org,52.0,Female,China,East,Brownstad,Furniture,,307.32,,2024-10-09,Credit Card,Completed
T106499,C00803,Bryan Gutierrez,duranlaura@example.org,47.0,Male,China,East,West Laura,Electronic,5.0,383.58,1768.25,2024-12-18,Cash,Returned
T107111,C04396,Brian Weaver,matthew61@example.com,17.0,Female,France,Central,New Kimberly,Sports,,169.74,,2026-06-12,Credit Card,Completed
T113424,C07739,Catherine Newton,robertsmichael@example.org,34.0,Male,USA,West,Garciaport,Sports,9.0,237.53,2176.36,2024-11-01,Net Banking,Completed
T102918,C06214,Michelle Chang,lisa10@example.org,63.0,Female,France,Central,East Courtneychester,grocery,10.0,349.03,3345.6,2025-09-25,Debit Card,Completed
T109627,C02890,Vernon Alvarado,robertagarrett@example.net,73.0,Male,USA,North,South Lynn,electronics,5.0,136.48,661.75,2025-11-11,UPI,Completed
T101710,C06328,Timothy Yang,hodgejames@example.com,37.0,Male,Japan,East,Isaacchester,Beauty,2.0,326.99,621.62,2024-12-04,,Pending
T105729,C01173,James Foster,harrisadam@example.org,74.0,Female,China,East,Justinstad,books,,319.96,,2026-01-31,Net Banking,Cancelled
T118352,C07674,Jennifer Fuller,lkhan@example.org,64.0,Female,Germany,Central,Thompsonville,FURNITURE,4.0,160.47,595.93,2025-05-25,Net Banking,Cancelled
T104693,C05223,Patricia Mitchell,udoyle@example.net,44.0,Female,Brazil,South,North Jackberg,electronics,1.0,116.82,116.66,2024-08-27,,Completed
T123690,C05015,Todd Johnson,cchaney@example.com,29.0,Male,France,Central,East Kyleshire,Books,5.0,38.33,190.22,2024-11-10,Credit Card,Returned
T101728,C01784,James Scott II,bwhite@example.com,66.0,Female,UK,West,Edwardville,Clothing,1.0,366.89,371.59,2024-10-29,Credit Card,Pending
T111841,C06394,Samuel Brown,ronald00@example.com,38.0,Other,Brazil,South,South Katieton,Sport,3.0,184.55,565.4,2026-07-17,Credit Card,Returned
T110156,C03786,Bethany Chambers,mark89@example.com,41.0,Female,USA,West,Drakemouth,Electronic,10.0,310.32,2883.48,2026-03-20,Debit Card,Completed
T116605,C03975,Ms. Sheila Cooper,kyle07@example.com,30.0,Male,Japan,East,Brownfort,Clothing,3.0,102.65,289.38,2025-01-16,UPI,Returned
T104845,C02838,Misty Williams,damon26@example.com,22.0,Other,Canada,North,West Alex,Grocery,4.0,478.99,1928.22,2025-04-17,UPI,Completed
T108215,C07967,Paul Taylor,amysanchez@example.net,48.0,Other,Brazil,South,North Richardstad,Books,8.0,476.31,3436.11,2024-07-31,Debit Card,Returned
T114127,C03048,Julie Gardner,craigwilliamson@example.org,25.0,Male,China,East,Port Madelinechester,sports,9.0,346.32,2892.84,2024-11-20,UPI,Returned
T121574,C05365,Abigail Wong,allen63@example.net,71.0,Female,France,Central,Raymondbury,Beauty,7.0,125.03,934.97,2026-04-27,Credit Card,Completed
T103814,C04833,Megan Dunn,christina12@example.org,33.0,,USA,North,North William,electronics,,166.48,,2025-09-05,Net Banking,Completed
T111678,C04467,Matthew Booth,robert41@example.net,44.0,,USA,North,North Jacquelineburgh,Grocery,,24.72,,2026-04-11,Credit Card,Pending
T103051,C00974,Jennifer Casey,agray@example.net,63.0,Female,Japan,East,Martinezland,sports,2.0,192.59,386.95,2025-10-06,,Completed
T116321,C06901,Jessica Cole,lisa11@example.org,38.0,Male,India,South,Port Chase,Sport,4.0,465.74,1746.94,2025-04-03,Debit Card,Completed
T107299,C02928,Joshua Fitzpatrick,jeffreygibson@example.net,73.0,Other,Germany,Central,Osborneborough,beauty,4.0,40.03,162.07,2026-06-11,Debit Card,Cancelled
T109249,C05664,Amber Perez,coxjoshua@example.org,24.0,Male,USA,North,Brownchester,grocery,9.0,468.44,4319.56,2025-08-18,UPI,Cancelled
T120188,C07544,Kimberly Beck,bradshawpaul@example.com,37.0,Other,UK,West,Lisaborough,Clothing,,112.68,,2026-02-08,Net Banking,Pending
T117108,C07886,Marc Wood,cookmary@example.org,18.0,Male,Canada,North,New Karen,ELECTRONICS,1.0,354.26,319.3,2024-07-28,,Pending
T111321,C05826,Brandon Duffy,,47.0,Other,France,Central,South Kerry,CLOTHING,4.0,166.17,620.41,2025-06-04,Credit Card,Pending
T101546,C01665,Ronald Johnson,,53.0,,Canada,North,West Rebecca,ELECTRONICS,4.0,148.25,640.59,2024-09-25,Debit Card,Returned
T110372,C04838,Amanda Wong,,50.0,Other,USA,North,North James,grocery,6.0,402.92,2195.33,2025-12-07,Cash,Returned
T121091,C05695,Timothy Baker,susan48@example.net,64.0,Other,UK,West,Braunville,books,1.0,406.26,439.72,2024-12-07,Credit Card,Pending
T117718,C03711,Casey Watkins MD,gutierrezmary@example.net,72.0,Male,France,Central,West Melissaport,Beauty,9.0,397.99,3824.87,2025-04-25,Cash,Cancelled
T114048,C03782,Gary Cummings,jwillis@example.net,32.0,Female,Canada,North,Katherinehaven,Sport,8.0,82.21,606.26,2024-12-28,Credit Card,Pending
T114411,C06290,Alan Ruiz,elopez@example.org,NA,,France,Central,North Michaeltown,books,10.0,166.1,1757.97,2024-10-01,,Pending
T114019,C03189,Carolyn Santos,timothy21@example.org,45.0,,Japan,East,Juliehaven,grocery,9.0,129.66,1050.62,2026-05-15,Debit Card,Cancelled
T119292,C03436,Stacey Campbell,carlsondavid@example.org,42.0,,Japan,East,West Vincentview,Electronic,,99.09,,2026-04-16,Credit Card,Pending
T116473,C01744,Carolyn Patrick,jordantanner@example.org,18.0,Other,Japan,East,New Ernest,sports,5.0,208.89,1074.75,2025-10-18,,Returned
T122800,C07931,Matthew Wise,mooremary@example.net,70.0,Other,USA,West,New Shannonland,Cloths,6.0,202.71,1240.47,2024-11-12,UPI,Returned
T101342,C07097,Sean Oconnor,kayla07@example.net,54.0,Male,USA,North,New Donna,beauty,9.0,478.43,4503.5,2026-06-05,Net Banking,Pending
T102536,C03673,John Wilkinson,louis04@example.org,66.0,Female,Canada,North,North Richard,Books,1.0,152.17,145.71,2025-02-23,Net Banking,Cancelled
T117394,C00127,Matthew Wise,ijones@example.net,59.0,,Canada,North,Rebeccamouth,Furniture,7.0,352.21,2628.65,2024-09-21,Debit Card,Returned
T119119,C02959,Debra Cox,powelldaniel@example.com,61.0,Male,USA,West,Cooktown,Cloths,6.0,139.2,837.83,2025-10-04,Net Banking,Completed
T124553,C00955,Philip Foley,summersdustin@example.org,49.0,Other,China,East,Halltown,electronics,5.0,398.44,2093.96,2024-08-25,UPI,Completed
T117211,C03061,Richard Mitchell,browngregory@example.com,68.0,,UK,West,West Sarah,Clothing,5.0,26.46,119.92,2026-01-17,Debit Card,Pending
T113588,C05651,Kayla Garcia,tuckerrobert@example.org,68.0,Other,Germany,Central,Saramouth,FURNITURE,5.0,467.85,2235.88,2024-09-22,Credit Card,Pending
T117355,C03355,Joseph Sanchez II,luisharrison@example.net,37.0,Male,India,South,West Douglasville,Electronics,7.0,135.93,1009.19,2024-11-16,UPI,Cancelled
T109943,C02255,Travis Brooks,austinsusan@example.org,39.0,,USA,North,West Tammy,Book,1.0,138.09,124.49,2026-02-20,Debit Card,Returned
T110654,C06455,Corey Henderson,pyoung@example.com,59.0,,India,South,Myersbury,ELECTRONICS,8.0,364.24,3045.44,2025-09-18,Debit Card,Completed
T100660,C03531,Lisa Thomas,ngriffin@example.net,16.0,Male,USA,North,Terryfurt,sports,7.0,211.34,1416.75,2026-03-14,UPI,Pending
T124637,C03242,John Summers,robert50@example.net,,,Germany,Central,East Jasonberg,sports,5.0,488.69,2375.49,2024-11-10,,Returned
T111719,C06180,Kelly Morris,deanna53@example.org,69.0,Female,USA,West,Blevinsmouth,Sport,9.0,190.14,1631.98,2025-02-08,Net Banking,Returned
T101355,C01106,Caleb Ray,halljoshua@example.net,,Other,Germany,Central,Port Jennifershire,Clothing,8.0,465.84,3557.67,2026-01-30,Cash,Cancelled
T122116,C03201,Bradley Davis,tammysuarez@example.org,17.0,Female,USA,North,North Cindy,FURNITURE,5.0,225.32,1136.01,2025-06-21,Cash,Completed
T109824,C01645,Carolyn Perez,murrayamanda@example.com,42.0,Other,China,East,Port Michelleside,Beauty,4.0,65.37,277.22,2024-12-20,Cash,Completed
T123633,C00486,Linda Roberson,karen38@example.net,16.0,Male,USA,West,West Stevenberg,Grocery,,368.41,,2025-02-21,Net Banking,Returned
T104884,C06732,Matthew Dixon,brivers@example.net,19.0,Other,Brazil,South,Levyport,Electronic,6.0,59.55,391.21,2024-09-17,Debit Card,Cancelled
T104544,C07967,Mrs. Kelly Rivera,collinsteresa@example.org,25.0,Female,India,South,West Dalton,Clothing,5.0,421.27,2078.18,2024-11-25,UPI,Completed
T105123,C06424,David Sawyer,saraheaton@example.com,56.0,Female,USA,North,Hobbsfort,ELECTRONICS,4.0,184.82,786.96,2024-07-23,Cash,Returned
T105899,C00730,Stephanie Ford MD,rosslopez@example.org,70.0,Other,Brazil,South,Port Jon,Sports,7.0,25.3,186.11,2024-10-28,Cash,Pending
T118167,C07440,Thomas Williams,cynthiamoody@example.com,25.0,,Germany,Central,East Amanda,books,2.0,142.13,263.07,2026-01-22,Credit Card,Cancelled
T115777,C01587,Eduardo Holloway,acrane@example.net,47.0,Female,Brazil,South,Noahfort,ELECTRONICS,5.0,75.35,405.49,2026-05-10,Cash,Cancelled
T109587,C00100,Stephanie Hernandez,bcarpenter@example.org,,,Canada,North,North Jorge,Sport,1.0,92.53,93.26,2025-04-30,Debit Card,Returned
T103579,C01990,Brady Cole,leslie40@example.com,37.0,Female,Japan,East,New Elizabethshire,Groceries,7.0,134.0,876.79,2024-10-03,,Returned
T110215,C01042,John Murphy,lwhitehead@example.net,,Female,Japan,East,East Thomas,sports,1.0,333.96,348.88,2026-03-09,Cash,Completed
T119861,C05521,Kenneth Allison,vmorrison@example.com,48.0,Other,Germany,Central,South Annehaven,Sports,3.0,314.08,985.49,2026-03-21,Debit Card,Pending
T119996,C05826,Albert Hughes,kyle75@example.com,67.0,Male,China,East,Port Joanna,Book,4.0,412.57,1782.15,2025-03-19,Net Banking,Completed
T117410,C07853,John Valentine,ralphclark@example.com,33.0,,France,Central,New Christopher,Book,6.0,296.49,1616.81,2024-09-20,Debit Card,Completed
T113260,C06418,Samuel Bell,ucunningham@example.org,68.0,Male,Canada,North,Nelsonmouth,grocery,6.0,396.22,2150.82,2025-08-12,Net Banking,Returned
T106014,C00964,Katherine Horton MD,trevorpark@example.com,45.0,Male,France,Central,Port Ronald,BEAUTY,,97.66,,2026-05-31,Credit Card,Cancelled
T105370,C04600,Christopher Rose,trandaniel@example.com,74.0,Female,USA,North,New Troyville,Grocery,4.0,423.85,1788.0,2026-02-08,Credit Card,Completed
T118960,C01639,Gwendolyn Fuller,matthew87@example.com,46.0,Male,USA,North,Lake Rita,Sports,8.0,483.67,3660.48,2025-03-27,Net Banking,Cancelled
T120592,C02256,Katherine Jacobson,jamesgutierrez@example.org,37.0,Male,China,East,West Ashley,clothing,1.0,428.79,433.5,2026-05-24,Cash,Cancelled
T104147,C04258,Allison Johnson,sheltonbrian@example.org,72.0,Female,USA,North,South Connieburgh,BEAUTY,6.0,471.32,2828.95,2025-04-02,Net Banking,Pending
T107990,C05009,Gina Navarro,colesara@example.com,23.0,Female,China,East,Sullivanchester,Grocery,9.0,369.16,3155.75,2025-07-30,Net Banking,Cancelled
T118681,C02329,Carl Brady,,75.0,Other,India,South,East Terri,Sport,10.0,428.88,3915.77,2025-05-10,Credit Card,Pending
T104509,C01547,Anthony Key,margaretcline@example.org,69.0,,Canada,North,Ballfurt,Grocery,1.0,407.39,437.33,2026-03-04,Debit Card,Completed
T115968,C00371,Ashley Smith,davidgonzalez@example.net,55.0,Male,France,Central,Josemouth,Furniture,5.0,487.69,2218.37,2026-05-16,Net Banking,Cancelled
T111568,C07250,Victoria Jones,ksmith@example.net,68.0,Other,India,South,West Melissa,Electronics,2.0,18.05,36.21,2026-05-24,Cash,Completed
T106130,C04886,Mary Richard,jacobharrington@example.org,35.0,Male,Canada,North,Krauseborough,books,6.0,90.69,506.8,2025-10-06,,Cancelled
T109438,C00960,Christopher Grant,vsullivan@example.org,44.0,Male,Brazil,South,Davischester,Book,2.0,322.54,664.57,2025-06-03,,Cancelled
T114182,C07162,Heidi Page,allisonsamantha@example.com,44.0,Male,UK,West,East Bradley,Book,6.0,275.01,1520.77,2024-10-23,UPI,Cancelled
T111231,C02571,Bob Mayer,hicksshannon@example.net,17.0,Male,Brazil,South,Shepardside,Electronics,9.0,10.37,91.48,2026-05-25,UPI,Completed
T111745,C05507,Christopher Kim,thomas07@example.com,47.0,Male,France,Central,East Meredith,Sport,4.0,9.79,36.1,2025-02-02,Net Banking,Cancelled
T108781,C03110,Ernest Myers,brandi29@example.org,,Male,USA,West,Port Isaacborough,grocery,,281.17,,2026-06-01,Debit Card,Completed
T105092,C06117,Julie Diaz,sskinner@example.com,34.0,Female,India,South,New Gregory,CLOTHING,9.0,322.63,2740.65,2025-06-04,,Returned
T101236,C07020,Brenda Garcia,shelbyyoung@example.com,34.0,Other,Brazil,South,Matthewchester,Books,,397.19,,2025-07-16,Debit Card,Pending
T106736,C06736,Laurie Berry,rlang@example.org,43.0,Other,Germany,Central,Rodriguezville,Sport,10.0,393.63,3961.73,2024-11-22,Net Banking,Cancelled
T104745,C01234,Laura Allen,kimberly46@example.net,72.0,,Canada,North,Lindabury,Sport,,480.84,,2025-01-04,Net Banking,Cancelled
T121728,C05381,Tyler Moore,thorntonjonathan@example.net,73.0,,China,East,New Susanland,clothing,10.0,5.75,59.68,2025-02-04,,Returned
T102503,C00002,Carlos Peterson,imorris@example.net,20.0,Female,Japan,East,Christopherhaven,Electronics,10.0,170.48,1713.56,2025-05-05,Debit Card,Pending
T117281,C00945,Angela Reyes,benjamin30@example.com,34.0,,Germany,Central,Brendaside,Sport,1.0,183.04,184.14,2026-06-25,Credit Card,Pending
T113048,C05924,Paula Castillo MD,travis16@example.org,21.0,Female,Canada,North,Nicholaschester,Cloths,1.0,28.67,28.66,2026-05-28,Credit Card,Returned
T107250,C04040,Joshua Turner,hle@example.com,74.0,Other,India,South,Port Alexander,clothing,5.0,273.58,1264.21,2026-07-01,,Returned
T104131,C01264,Chelsea Stewart,davidhale@example.com,35.0,Female,Japan,East,South Peggy,CLOTHING,5.0,478.62,2332.82,2026-06-15,,Cancelled
T117770,C05540,Sally Johnson,donna40@example.org,66.0,Male,Japan,East,Wrightton,Groceries,3.0,398.13,1103.14,2025-07-26,Cash,Returned
T116684,C03854,Greg Garcia,nathaniel11@example.org,19.0,,Japan,East,East Robertview,BEAUTY,6.0,425.56,2311.93,2024-12-24,UPI,Cancelled
T116998,C07725,David Johnson,emorrison@example.org,,,France,Central,North Kimberly,beauty,10.0,491.07,4474.41,2025-12-18,,Pending
T118036,C04504,Shane Davis,donald10@example.net,28.0,Other,Germany,Central,New Amyshire,ELECTRONICS,4.0,174.35,685.75,2026-06-02,Net Banking,Pending
T110178,C02908,Kathleen Robbins,joyceparker@example.com,64.0,,Brazil,South,Lake Amy,Sports,7.0,365.07,2600.26,2025-11-06,Credit Card,Pending
T106788,C02084,Lauren Lester,susan08@example.org,53.0,,France,Central,Anitaberg,books,9.0,249.25,2326.06,2025-04-27,Credit Card,Returned
T102742,C03898,Terri Shannon,kimberlyjones@example.net,37.0,,Brazil,South,Coleland,furniture,7.0,221.6,1533.77,2024-10-30,UPI,Cancelled
T120346,C02383,Laura Johnson,aschroeder@example.net,48.0,Other,France,Central,Burchside,grocery,1.0,465.74,493.34,2026-04-10,Net Banking,Pending
T122610,C04338,Michael Parker,rickydavis@example.com,66.0,Male,Canada,North,Bakerstad,books,4.0,462.9,1746.07,2024-12-02,UPI,Returned
T108103,C03225,George Aguilar,lindsaypark@example.com,,Female,Japan,East,Ryanfurt,Electronics,7.0,439.84,3040.62,2025-10-11,Credit Card,Cancelled
T108932,C03188,Jasmine Long,jamesadams@example.com,38.0,Other,India,South,East Steve,FURNITURE,7.0,242.51,1639.33,2026-02-13,UPI,Completed
T100073,C03152,Jennifer Robertson,sandovalamy@example.com,,Other,Japan,East,East Aprilfort,Electronic,7.0,231.13,1553.88,2025-03-11,Credit Card,Pending
T110952,C06221,Michelle Arroyo,andrewsjustin@example.org,24.0,,USA,West,Lake Richard,grocery,8.0,224.76,1912.62,2025-04-10,Debit Card,Pending
T119239,C03878,Marie Coleman,katherine86@example.com,65.0,Male,Germany,Central,Madisonmouth,Groceries,7.0,277.6,2112.92,2024-10-13,Credit Card,Returned
T117640,C00229,Wyatt Ramirez,joelee@example.org,58.0,Male,China,East,East Suzanne,ELECTRONICS,10.0,499.96,4859.19,2024-11-05,Credit Card,Completed
T109967,C00596,Daniel Walters,isims@example.net,74.0,Female,USA,North,Terrimouth,books,2.0,195.26,361.19,2025-01-05,Credit Card,Pending
T112447,C00602,Ronald Smith,evanspatrick@example.net,31.0,Other,France,Central,North Stephanie,Books,10.0,453.41,4270.89,2025-11-29,UPI,Returned
T110823,C01557,Brandon Brown,,45.0,Other,Japan,East,South Gabriela,electronics,4.0,315.6,1355.78,2025-10-11,UPI,Pending
T120643,C02503,Denise Taylor,eric94@example.org,72.0,Female,China,East,New Pamelaville,Cloths,8.0,472.56,4026.18,2026-03-18,,Returned
T122381,C06904,Mrs. Amanda Willis,charleshughes@example.org,57.0,Other,USA,North,North Diane,FURNITURE,,428.74,,2026-04-24,Debit Card,Returned
T106912,C02952,Vincent Bowman,lburke@example.net,47.0,Male,UK,West,Cohenburgh,Sport,3.0,416.71,1320.07,2025-02-20,UPI,Pending
T123659,C02598,Patricia Moss,wattsjason@example.org,17.0,Male,USA,West,New Emily,furniture,1.0,86.87,84.04,2025-08-22,,Returned
T106727,C03674,Jose Jackson,ryanlauren@example.com,30.0,,France,Central,North Michelle,Grocery,3.0,357.85,1169.61,2024-09-23,Cash,Completed
T106934,C00643,Dave Bennett,rberry@example.net,72.0,Other,France,Central,East Anthonychester,Beauty,9.0,328.28,2721.74,2024-07-19,Debit Card,Pending
T105497,C00146,Zachary Martin,alan64@example.com,57.0,,China,East,Lake Wendyfort,grocery,,430.46,,2026-02-16,Net Banking,Pending
T108741,C03321,Julie Reyes,brandi53@example.net,58.0,Male,China,East,Deniseville,BEAUTY,4.0,301.22,1315.77,2026-02-26,Debit Card,Returned
T117930,C00853,Sarah Fleming,lindseyronald@example.com,27.0,,Brazil,South,Weekstown,FURNITURE,,132.96,,2026-02-20,Debit Card,Cancelled
T108737,C07053,Charles Orozco,sparksjared@example.org,47.0,Other,UK,West,Campbellton,beauty,3.0,140.46,446.07,2025-11-25,Cash,Completed
T117498,C05789,Amanda Montes,andersonseth@example.com,45.0,Other,Germany,Central,West Melissa,Books,3.0,139.96,414.89,2026-02-24,Debit Card,Pending
T103336,C05667,Brandon Leach,gonzalezmichael@example.com,61.0,Male,China,East,New Kellyshire,Clothing,2.0,482.44,937.25,2025-04-06,Cash,Completed
T117014,C01034,Kayla Cunningham,wallsjamie@example.org,48.0,Female,France,Central,North Seth,electronics,7.0,244.48,1558.97,2026-07-02,Cash,Cancelled
T119942,C02887,Sharon Weiss,shirley40@example.net,,Other,UK,West,Bonniechester,Book,6.0,471.52,2679.26,2026-05-10,Net Banking,Returned
T114446,C02979,Jimmy Maldonado,tonya61@example.org,54.0,Female,UK,West,Lake Cherylview,BEAUTY,8.0,193.95,1487.16,2026-03-31,Net Banking,Completed
T106015,C04635,Chelsea Torres,xrandall@example.org,53.0,Male,France,Central,East Paul,furniture,5.0,291.62,1445.29,2026-04-01,Net Banking,Pending
T113860,C06481,Derrick Perez,vgrimes@example.com,28.0,Other,Brazil,South,North Matthew,Book,4.0,361.55,1364.38,2026-04-25,Cash,Cancelled
T116851,C01668,Richard King,acarrillo@example.org,26.0,Male,Brazil,South,Jacobview,sports,,448.8,,2024-08-15,UPI,Returned
T106090,C01952,Lauren White,edwardflores@example.net,69.0,Female,Germany,Central,Alvarezport,ELECTRONICS,3.0,322.45,961.78,2025-11-07,Cash,Pending
T120710,C02995,Rebecca Singleton,nwhite@example.com,44.0,Female,Japan,East,Kaylaside,Books,5.0,345.91,1753.85,2024-10-29,Debit Card,Completed
T108089,C04831,Timothy Charles,,64.0,Female,China,East,Taylorfurt,Electronic,6.0,418.93,2496.3,2025-09-06,Cash,Pending
T114083,C04025,Lauren Perez,loweryjonathan@example.net,45.0,Other,France,Central,Morganland,Beauty,10.0,438.33,4115.41,2025-07-16,Cash,Returned
T114247,C06250,Craig Meadows,maria31@example.org,,Male,France,Central,Andreatown,grocery,4.0,305.29,1316.53,2024-12-19,Debit Card,Completed
T113129,C05672,Jason Saunders,,60.0,Male,Canada,North,Stantonmouth,beauty,,391.41,,2026-07-09,UPI,Completed
T122958,C06947,Samantha Padilla,denisecrosby@example.net,74.0,Other,Canada,North,New Danielville,Furniture,5.0,257.02,1268.7,2024-11-26,Cash,Completed
T105802,C05257,Michael Hancock,dcardenas@example.net,66.0,,UK,West,Simpsonstad,beauty,3.0,333.1,968.8,2025-02-05,Cash,Returned
T121132,C03130,Casey Osborn,qgalloway@example.org,75.0,Male,Japan,East,Williamton,BEAUTY,2.0,221.58,448.43,2026-03-02,Net Banking,Returned
T100763,C06788,Derek Moses,davisalexa@example.org,52.0,Female,France,Central,Morrisonview,Grocery,9.0,100.37,929.42,2026-01-24,Net Banking,Returned
T109259,C07720,Cristina Adams,milespatrick@example.org,24.0,Other,India,South,New Charlesside,books,10.0,322.11,3188.61,2025-07-07,Net Banking,Cancelled
T124660,C04359,Lisa Morse,matthew85@example.org,46.0,Male,Canada,North,West Rebecca,Sports,10.0,222.07,2193.9,2025-03-30,Debit Card,Completed
T121810,C01074,Nicholas Brown,todd87@example.com,60.0,Male,Germany,Central,Lonnieberg,Groceries,4.0,37.7,154.89,2026-01-03,,Pending
T120344,C07509,Christina Gutierrez,brian47@example.com,,Female,Germany,Central,Port Carlyberg,beauty,4.0,252.23,924.24,2025-10-09,Debit Card,Pending
T104773,C06256,Charles Hooper MD,william56@example.org,37.0,Male,Japan,East,Rodriguezborough,Sports,10.0,99.99,973.05,2026-03-04,Net Banking,Completed
T120660,C01757,Matthew Wood,longamy@example.org,40.0,Male,USA,West,Bradyborough,Beauty,7.0,393.34,2650.2,2026-06-20,UPI,Returned
T113155,C02960,April Davis,walkerjason@example.org,41.0,Female,Brazil,South,Bryantview,Beauty,7.0,19.7,132.93,2025-11-18,Credit Card,Cancelled
